50%
16.00%
11.80%
3.10%
2.9
35%
39.60%
15%
20%
40
55%
15%
35%
39.50%
15%
15%
20%
10%
1.30%
1.50%
6.10%
6.80%
1.40%
20
39.60%
15
35
40%
35%
40%
26
23.8
~1.25%
70%
10%
90%
17%
19%
5.50%
15.96
3.10%
40%
2.07
6.67
1.73%
8.88%
40%
69%
30%
1.73
2.07%
48%
10%
3.6
6.24%
13.84%
1.8178
49%
32%
24%
35%
38%
4.348
2.701
100%
3.1
2.24%
0.19%
40%
6.5
2.5
40%
80%
39.6
3.80%
23.8
100%
50%
50%
4.30%
1.8
2.83%
10.10%
8.70%
7.00%
5.50%
6.00%
5.50%
0.9
0.3
0.18
1.5
11%
6.50%
11%
20%
30%
30%
0.1
7.8
7.70%
0.30%
2.10%
63.6
14.4
1.4
19%
13%
1.80%
2.10%
2.10%
2.30%
20%
10
1.3
1.3
34
500%
53
21%
45
16
32%
16%
22%
32%
7.80%
50%
61.80%
2.80%
0.825
6.5
2.5
1.96
7.7
7.80%
6.50%
1.91
10%
0.20%
25%
10%
1.50%
14%
40%
13%
6.5
6.50%
95%
50%
20%
2.40%
25%
20%
25%
2.82%
9.20%
-0.1
2.23
60%
95%
-0.38
-0.31
-0.09%
39%
88%
4.90%
5.1
80%
0.27
40%
17%
12
38
4.60%
62%
11%
35%
12.50%
12.50%
1.80%
1.80%
1.90%
1.70%
0.26
0.18
0.46
0.37
20%
7.50%
10.25
40%
120%
13.60%
50%
9.30%
6.50%
12.90%
0.70%
25%
10%
20%
14.50%
80%
10%
13
38
0.50%
10%
12%
3.70%
10%
90%
23.60%
11.80%
11.70%
10.70%
10.60%
10.00%
88%
0.1
0.40%
0.8
40%
15%
72.7
31
19.4
28.1
19
35.3
38.6
61.1
181.8
12.70%
35.40%
5
43.9
12
62.5
0.20%
35.4
21.20%
20%
35%
8.24%
45%
7.8
2.00%
69%
10%
10%
2.00%
2.50%
1.80%
2.00%
26
13.30%
1.10%
8.20%
13.90%
17.5
20%
30%
5.10%
18.10%
42.20%
23.8
13%
38
20%
0.7
1.1
0.45
0.3
0.67
30%
12.10%
2.50%
37.1
131.50%
4.30%
24.20%
112
117
27.5
44.3
61%
90%
95%
93%
0.00%
0.04%
3050%
30%
30%
50%
38%
93%
33%
38
9.2
21.2
8.60%
90%
88%
25%
0.2
0.10%
2.20%
2.50%
2.60%
3.80%
3.90%
6.70%
6.50%
-0.50%
-1.40%
0.70%
61
19
20%
15%
8.24%
27%
127%
100%
29
73.90%
13%
0.1
0.1
0.1
0.4
-0.60%
-7.90%
2.20%
60%
39%
50
100
11.90%
5.5
5.20%
4.1
20
40%
2.30%
2.80%
6.50%
100
11.90%
4.3
3.60%
4.1
16%
50%
25
14%
20
27%
27
4.80%
0.66%
17%
25%
30%
8.25%
22%
14%
4.50%
1.40%
99
1.60%
25%
60%
40%
7.80%
8.80%
9.90%
11.00%
60%
40%
88%
48%
34%
14%
28%
19%
19%
10
0.10%
2.50%
50%
47%
27
48%
34%
18%
30%
12%
40%
10%
45%
12%
49%
57%
11%
17%
10%
18%
10%
29.40%
30%
30%
50%
45%
50%
16%
30%
30%
10.10%
7.10%
40%
19%
16.8
7.1
50%
65%
55%
28.37
30.05
38
95%
6.50%
3.6
15%
20
50
40%
10%
0.7
0.3
0.30%
10
99.90%
8.30%
60%
35%
7.50%
50%
40%
20
20%
22%
50%
25%
30%
40%
50%
16%
70%
50%
2.20%
55%
0.7
0.50%
38.20%
30%
35%
8.24%
3.7
69%
10.14
3.50%
49.60%
37.60%
29.90%
22.30%
19.70%
15.30%
39%
54
35%
3.7
10.14
8.20%
5.5
6.50%
7.7
13%
0.60%
0.4
0.5
0.20%
0.20%
0.30%
0.3
0.4
17%
50%
19.70%
21%
60%
24
25%
61%
2.70%
1.50%
0.20%
0.30%
0.10%
0.1
0.1
0.24
0.6
0.7
30
4.80%
6.5
100%
100%
0.62%
100%
100%
85%
42%
100%
100%
-3.50%
1.00%
11%
35
17.90%
32.10%
28%
200%
10%
34
27.70%
36.80%
29.20%
28.30%
27.70%
25.10%
20.60%
60%
48
15%
17.40%
15.90%
27.60%
28.30%
17.90%
~65%
~25%
2.30%
10.70%
16.50%
15%
12%
11%
16%
32%
36%
53.50%
10%
15
11%
15
11
10.40%
8.70%
8.40%
18
2.50%
15%
0.1
0.20%
78.5
0.2
0.6
0.30%
2.56
45%
10%
75%
23%
230%
10
45%
10
50%
15
15%
1.50%
15%
40%
5.50%
6.80%
4.30%
3.90%
7.50%
3.90%
11.50%
10.70%
3.90%
4.30%
3.80%
4.90%
8.3
0.30%
28.50%
29.30%
12.60%
35.50%
414%
7.50%
3.50%
13.00%
7.5
4.00%
14.00%
8.30%
8.00%
10.30%
20.6
22.00%
7.40%
7.8
60%
45%
33%
1.70%
1.9
1.45%
1.58
10%
22.70%
49%
35%
50%
4.5
60%
2.5
1.80%
34.20%
1.1
3.4
75%
13.90%
16.6
19.8
42%
28
75
10
20%
16%
25%
14%
3.31%
32.60%
50%
35
53%
2.00%
25%
100
8.24%
35%
1.5
30%
30%
20
20%
68%
8.7
18%
47%
31
72%
11%
3.90%
4.70%
28%
17%
17%
1.90%
14.1
12.7
8.7
7.40%
7.50%
7.80%
80%
100%
4.5
4.30%
90%
70%
6.10%
4.40%
15%
18.4
25.6
47%
30%
47%
30%
2.86%
7.9
7.8
7.8
100%
2.80%
3.2
7.70%
2.50%
15%
12%
2.20%
3.60%
0.50%
1.5
4.50%
1.50%
-0.10%
0.30%
0.20%
1.00%
0.30%
2.8
1.40%
7.9
2.8
1.12
5.30%
7.8
5.5
35%
61%
55%
57%
52%
20%
12%
13%
54%
59%
30%
35%
12
100
11.90%
5.6
5.30%
4.1
130%
30%
91%
2.25
2.20%
2.75
0.30%
1.50%
6.5
2.5
2.00%
1.50%
4.50%
2.00%
2.50%
4.46%
1.47%
3.40%
2.75%
20%
10.50%
4.50%
2
20.60%
70%
30%
150%
72%
61
77%
40%
35%
-3.45
-8.67
-15.33%
10
-3.45%
1.30%
15.00%
18.30%
28.90%
2.00%
1
1.5
35
7.50%
7.75
2.75%
4.75%
7.70%
75
74.40%
78.50%
2.90%
12.7
15.90%
7.20%
11%
24
97%
13%
72%
83%
26
13%
24
13%
24%
41.5
17%
14%
50%
13%
10
24%
7.50%
5.5
29%
63
30%
50
75%
80%
14
1.30%
24
20%
5.5
7.50%
30
2.50%
1.33
80%
12
0.95%
11.4
12.10%
2.50%
25%
90%
2.20%
2.50%
6.70%
6.80%
80.7
85.8
102.7
2.20%
2.50%
6.70%
6.80%
39%
38
22%
18%
2.80%
30%
50%
165.40%
80.7
85.8
102.7
25%
18%
13
35%
57
51%
48
50%
63
48
44
31%
74%
16%
50%
77%
50%
47%
45%
22%
19%
11%
47
45%
35%
76%
53
79%
70
40%
3.76%
9.06%
75%
40%
10%
8.00%
9.30%
1.3
6.8
8.9
11.20%
2.3
5.60%
3.40%
6.10%
2.7
3.2
3.5
8.40%
4.9
3.10%
7.90%
5.3
3.40%
2
2.90%
0.50%
3.4
2
3.4
1.90%
5.3
4.00%
6.80%
2.8
0.3
7.9
13.60%
5.7
6.40%
8.70%
2.3
8.7
4.5
8.60%
4.1
7.90%
79%
82
75%
5.38
1.50%
2.03
0.23%
60%
1.3
95%
25%
73%
10
10
78
35
54%
33%
20%
11.3
11.80%
6.6
35.9
27%
37%
36%
13.6
17.3
9.1
10.9
17.3
23.1
10%
10%
10
10.7
11.1
14.7
16.3
26.2
16%
7.50%
1.50%
-8.20%
44.40%
100%
4.90%
7.9
4.90%
7.9
9.30%
3.30%
7.10%
78%
37%
35%
36%
3.6
4.3
20%
9.30%
5.50%
50%
35%
20%
26.60%
10.50%
2.7
17%
2.80%
3.90%
2.3
5.8
14.60%
14.60%
98%
99.50%
99.50%
1.90%
30%
2.08
0.30%
0.60%
1.70%
~7.5%
13%
10%
2.7
2.30%
72.4
72.70%
0.27
0.6
15%
50%
10%
19.7
28.40%
25.50%
100%
1.2
11%
13%
14%
13%
16.60%
16.20%
10%
11%
20.80%
41%
18%
7.30%
6.20%
28%
11%
14%
26%
33.70%
34.30%
13%
24%
25.50%
23.20%
37
100%
40%
8.69
11.60%
4.90%
3.03%
3.26%
4.53%
5
73%
68
67%
66%
60%
80%
3.73
1.50%
1.04
0.20%
11
~30%
31%
38.60%
31.60%
37.00%
29.4
10
12%
20%
45%
50%
30%
25%
10%
40%
47%
60
59.8
50%
10%
0.35
20%
20%
182%
11%
10%
8.24%
10%
50%
10%
50%
8.24%
13.90%
15.60%
15%
10
30
8.75
12%
0.50%
34%
20%
70%
100%
1.7
6.10%
4.40%
15%
20
10%
20%
5.80%
1.9
14.5
15.80%
2.10%
76.8
11%
15%
12.30%
20%
9.2
10.2
16.8
26.2
28.2
10
60%
10%
10
1.20%
1.9
70%
20%
-4.20%
0.3
2.25%
14.19%
100
44.20%
36.70%
15%
30
1.60%
5.20%
7.70%
99%
30%
32%
10%
13%
10%
25%
177.37%
50
100%
90%
20%
27
30
50
10%
90%
100
11.90%
5.8
5.60%
4.1
1.30%
95%
34%
0.13
14%
23%
4.5
4.4
70%
25%
70%
70%
58%
62
10
51%
77%
41%
63%
90%
61%
82%
49%
53%
58%
38%
92%
62%
38%
72%
82%
87%
98%
97%
70%
86%
50%
2.50%
19.00%
22.40%
20.40%
1.00%
-1.80%
25
10%
-16%
90%
14%
35%
35%
100
20%
20%
1.60%
5.20%
7.70%
12.60%
80%
67%
20%
62%
28%
8.9
2.4
3.1
1.8
1
0.1
1.50%
1.56%
2.40%
2.70%
0.50%
3.1
1.5
1.6
1.70%
2
2.2
3.6
3.20%
1.7
2.20%
2.2
1.9
120%
5.84
20%
20%
20%
17.2
73
7.5
100%
150%
8.19
5.84
8.24%
35%
20%
2.50%
0.57
5.80%
5.30%
0.40%
100%
6.36%
3.71%
80%
3.39%
100%
40%
32.80%
10%
23%
14%
50
10%
0.10%
22%
2.50%
0.3
2.20%
8.40%
1
0.1
12.40%
40%
11
80%
50%
70%
3.4
10%
8.98%
9.98%
5.60%
1.60%
0.10%
1.00%
47%
2.50%
3.00%
1520
80
28%
153%
47%
50%
35%
0.80%
0.5
35%
3.2
9.3
8.50%
15
1.00%
2.28
4.80%
4.20%
3.80%
30%
2.50%
9.50%
100%
7.40%
25%
10%
25%
23
19%
37%
68%
82
18%
0.50%
2.2
1.50%
21.59
13.31%
6.32
11%
12%
50
-0.1
0.3
0.30%
0.10%
80.50%
80.50%
80%
90%
20%
-2.80%
-0.9
1.90%
4.70%
2.00%
1.70%
1.90%
0.30%
100
11.90%
5.8
4.1
80%
80%
80%
50
70
40
2
83%
75
17%
25
15.70%
80%
52%
44%
7.9
0.2
0.10%
35%
55.60%
0.1
7.80%
7.70%
7.80%
44%
33%
29%
43%
12
8.5
87%
10%
25%
50%
1.60%
70%
59%
30%
42%
16%
80%
25%
80%
2.90%
4.5
12.40%
2.50%
50%
25%
13%
13%
25%
60%
80%
24%
75%
10%
60%
70%
75%
0.50%
2.40%
5.40%
6.70%
3.99%
1.30%
2.50%
2.10%
1.50%
2.60%
8.24%
5.9
4.5
20%
98.22%
28.75%
20
28%
0.5
2.1
35%
1.6
2.46%
2.6
2.60%
1.3
0.50%
1.70%
2.4
50%
10%
25%
50%
17.20%
3.80%
33.50%
24.60%
6.20%
20.30%
7.10%
27.10%
6.70%
2.30%
3.90%
5.00%
5.30%
3.6
4.8
5.00%
9.3
8.7
51%
8.5
10%
8.50%
8.90%
9.00%
60%
40%
26%
55.1
4.50%
25%
11%
50%
10%
25%
50%
42%
24%
31%
19%
10%
13%
2.50%
34%
37%
129%
1.77%
1.67
37%
10%
20
0.8
0.5
0.2
4.50%
70%
1.30%
10
15%
20%
10%
30%
50%
7.2
33%
17%
20%
42%
8.50%
1000%
25%
5.50%
4.5
67%
25%
50%
49%
90
32%
15%
40%
100%
50%
25%
7.40%
7.4
52%
30%
17%
3.70%
39%
30
33%
26%
8.30%
78%
58%
2.8
0.3
0.7
0.6
0.5
0.2
0.4
0.2
16%
3.77%
1.30%
14.60%
19.6
41.70%
51.9
13%
49%
49%
16
2.6
3.10%
3.20%
0.60%
19.80%
1.90%
20
20
60%
50%
40%
46.10%
10%
10%
135%
3.30%
2.90%
50%
65%
74.30%
8.70%
95%
58%
60%
30%
4.80%
44%
25%
22%
10%
163.40%
90%
80%
20%
48%
26.50%
15.10%
59%
39.60%
0.70%
9.50%
51.30%
45.10%
3.60%
84%
49.10%
78.20%
90%
23
173%
110
50%
44
40%
62.60%
49.10%
3.70%
3.10%
2.9
11
5.63%
0.70%
